BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;31.01.2018;Индекс МосБиржи;Индекс МосБиржи;2289,99;2278,83;2295,88;2266,95;47458773372,4;0;0;2;10096411750100;RUB;4408925727,4600;3;
SNDX;IMOEX;01.02.2018;Индекс МосБиржи;Индекс МосБиржи;2302,57;2292,22;2313,21;2288,31;47093257987,8;0;0;2;10151849888300;RUB;4408925727,4600;3;
SNDX;IMOEX;02.02.2018;Индекс МосБиржи;Индекс МосБиржи;2281,84;2303,06;2309,6;2272,84;45939793518,3;0;0;2;10060481816500;RUB;4408925727,4600;3;
SNDX;IMOEX;05.02.2018;Индекс МосБиржи;Индекс МосБиржи;2276,85;2272,67;2281,97;2255,43;38890404182,8;0;0;2;10038464546100;RUB;4408925727,4600;3;
SNDX;IMOEX;06.02.2018;Индекс МосБиржи;Индекс МосБиржи;2238,24;2233,31;2258,79;2222,85;64462131911,6;0;0;2;9868226092710;RUB;4408925727,4600;3;
SNDX;IMOEX;07.02.2018;Индекс МосБиржи;Индекс МосБиржи;2254,64;2247,99;2267,35;2247,99;40989154734,5;0;0;2;9940527339730;RUB;4408925727,4600;3;
SNDX;IMOEX;08.02.2018;Индекс МосБиржи;Индекс МосБиржи;2227,24;2248,98;2259,4;2227,24;39966166240,7;0;0;2;9819720941340;RUB;4408925727,4600;3;
SNDX;IMOEX;09.02.2018;Индекс МосБиржи;Индекс МосБиржи;2197,12;2209,67;2217,89;2181,96;56590762463,5;0;0;2;9686925855800;RUB;4408925727,4600;3;
SNDX;IMOEX;12.02.2018;Индекс МосБиржи;Индекс МосБиржи;2220,12;2208,98;2229,81;2206,28;34667140420,4;0;0;2;9788351308510;RUB;4408925727,4600;3;
SNDX;IMOEX;13.02.2018;Индекс МосБиржи;Индекс МосБиржи;2250,63;2225,71;2250,63;2220,69;36305983680,1;0;0;2;9922869989790;RUB;4408925727,4600;3;
SNDX;IMOEX;14.02.2018;Индекс МосБиржи;Индекс МосБиржи;2257,95;2252,95;2259,06;2232,96;42712377582,5;0;0;2;9955118300030;RUB;4408925727,4600;3;
SNDX;IMOEX;15.02.2018;Индекс МосБиржи;Индекс МосБиржи;2265,45;2267,82;2280,27;2265,45;44459857653;0;0;2;9988190766290;RUB;4408925727,4600;3;
SNDX;IMOEX;16.02.2018;Индекс МосБиржи;Индекс МосБиржи;2255,27;2266,42;2283,65;2248,3;58420328516,5;0;0;2;9943315895210;RUB;4408925727,4600;3;
SNDX;IMOEX;19.02.2018;Индекс МосБиржи;Индекс МосБиржи;2254,92;2255,37;2266,89;2251,18;31273799300,2;0;0;2;9941787094120;RUB;4408925727,4600;3;
SNDX;IMOEX;20.02.2018;Индекс МосБиржи;Индекс МосБиржи;2270,12;2256,01;2271,37;2254,92;37342072099,6;0;0;2;10008770662200;RUB;4408925727,4600;3;
SNDX;IMOEX;21.02.2018;Индекс МосБиржи;Индекс МосБиржи;2320,32;2268,27;2320,32;2265,85;52795619959,8;0;0;2;10230121868200;RUB;4408925727,4600;3;
SNDX;IMOEX;22.02.2018;Индекс МосБиржи;Индекс МосБиржи;2336,82;2316,09;2336,82;2307,28;53281227216,9;0;0;2;10302867082200;RUB;4408925727,4600;3;
SNDX;IMOEX;26.02.2018;Индекс МосБиржи;Индекс МосБиржи;2353,16;2353,89;2376,96;2346,73;59681509646,3;0;0;2;10374899678500;RUB;4408925727,4600;3;
SNDX;IMOEX;27.02.2018;Индекс МосБиржи;Индекс МосБиржи;2341,89;2356,75;2357,1;2333,38;37110806981,4;0;0;2;10325228572800;RUB;4408925727,4600;3;
SNDX;IMOEX;28.02.2018;Индекс МосБиржи;Индекс МосБиржи;2296,8;2338,26;2338,26;2296,8;48353151858,4;0;0;2;10126399058400;RUB;4408925727,4600;3;
SNDX;IMOEX;01.03.2018;Индекс МосБиржи;Индекс МосБиржи;2297,9;2286,41;2306,51;2281,22;43719292859,4;0;0;2;10131270774200;RUB;4408925727,4600;3;
SNDX;IMOEX;02.03.2018;Индекс МосБиржи;Индекс МосБиржи;2288,84;2295,15;2301,77;2263,77;39527790205,2;0;0;2;10091337741000;RUB;4408925727,4600;3;
SNDX;IMOEX;05.03.2018;Индекс МосБиржи;Индекс МосБиржи;2309,53;2291,9;2317,01;2291,9;30064306468,8;0;0;2;10182555261600;RUB;4408925727,4600;3;
SNDX;IMOEX;06.03.2018;Индекс МосБиржи;Индекс МосБиржи;2303,32;2312,6;2325,16;2302,11;41872699381,4;0;0;2;10155171213400;RUB;4408925727,4600;3;
SNDX;IMOEX;07.03.2018;Индекс МосБиржи;Индекс МосБиржи;2291,23;2299,38;2299,38;2269,9;40670500815,8;0;0;2;10101842150900;RUB;4408925727,4600;3;
SNDX;IMOEX;09.03.2018;Индекс МосБиржи;Индекс МосБиржи;2311,69;2290,77;2311,69;2286,23;24586686701;0;0;2;10192055923400;RUB;4408925727,4600;3;
SNDX;IMOEX;12.03.2018;Индекс МосБиржи;Индекс МосБиржи;2318,01;2317,19;2326,41;2309,6;29406900153,2;0;0;2;10219947162200;RUB;4408925727,4600;3;
SNDX;IMOEX;13.03.2018;Индекс МосБиржи;Индекс МосБиржи;2319,38;2315,24;2326,06;2305,25;35139312430,7;0;0;2;10225987916300;RUB;4408925727,4600;3;
SNDX;IMOEX;14.03.2018;Индекс МосБиржи;Индекс МосБиржи;2275,24;2316,6;2316,6;2275,24;45756038087,4;0;0;2;10031356346900;RUB;4408925727,4600;3;
SNDX;IMOEX;15.03.2018;Индекс МосБиржи;Индекс МосБиржи;2272,49;2275,06;2284,79;2262,21;56858203390,5;0;0;2;10019254109600;RUB;4408925727,4600;3;
SNDX;IMOEX;16.03.2018;Индекс МосБиржи;Индекс МосБиржи;2294,6;2273,51;2294,6;2255,95;72242895694,6;0;0;2;9893607396820;RUB;4311697556,9200;3;
SNDX;IMOEX;19.03.2018;Индекс МосБиржи;Индекс МосБиржи;2281,72;2299,01;2302,78;2279,5;34531469181;0;0;2;9838102909600;RUB;4311697556,9200;3;
SNDX;IMOEX;20.03.2018;Индекс МосБиржи;Индекс МосБиржи;2291,18;2281,53;2293,85;2263,48;42412581711;0;0;2;9878856395090;RUB;4311697556,9200;3;
SNDX;IMOEX;21.03.2018;Индекс МосБиржи;Индекс МосБиржи;2309,36;2292,74;2316,08;2290,18;45162819672,7;0;0;2;9957247980060;RUB;4311697556,9200;3;
SNDX;IMOEX;22.03.2018;Индекс МосБиржи;Индекс МосБиржи;2285,76;2311,31;2317,38;2279,63;37215174124,9;0;0;2;9855524508540;RUB;4311697556,9200;3;
SNDX;IMOEX;23.03.2018;Индекс МосБиржи;Индекс МосБиржи;2285,53;2272,32;2288,15;2259,78;40364094707,7;0;0;2;9854524725010;RUB;4311697556,9200;3;
SNDX;IMOEX;26.03.2018;Индекс МосБиржи;Индекс МосБиржи;2240,85;2285,15;2285,15;2240,85;39513731033,9;0;0;2;9661865621910;RUB;4311697556,9200;3;
SNDX;IMOEX;27.03.2018;Индекс МосБиржи;Индекс МосБиржи;2262,5;2248,11;2271,62;2243,08;33896290326,5;0;0;2;9755209949160;RUB;4311697556,9200;3;
SNDX;IMOEX;28.03.2018;Индекс МосБиржи;Индекс МосБиржи;2249,23;2260,18;2260,18;2241,07;33572493217,7;0;0;2;9697985776510;RUB;4311697556,9200;3;
SNDX;IMOEX;29.03.2018;Индекс МосБиржи;Индекс МосБиржи;2274,62;2251,61;2274,62;2251,61;33139009787,8;0;0;2;9807471766330;RUB;4311697556,9200;3;
SNDX;IMOEX;30.03.2018;Индекс МосБиржи;Индекс МосБиржи;2270,98;2278,94;2281,54;2270,98;10538701967;0;0;2;9791785310540;RUB;4311697556,9200;3;
SNDX;IMOEX;02.04.2018;Индекс МосБиржи;Индекс МосБиржи;2256,64;2271,91;2294,08;2256,64;24731128865;0;0;2;9729947002100;RUB;4311697556,9200;3;
SNDX;IMOEX;03.04.2018;Индекс МосБиржи;Индекс МосБиржи;2263,85;2259,8;2264,07;2245,83;33010239570,8;0;0;2;9761050910370;RUB;4311697556,9200;3;
SNDX;IMOEX;04.04.2018;Индекс МосБиржи;Индекс МосБиржи;2265,6;2264,74;2273,53;2248,48;34553316436,7;0;0;2;9768581696490;RUB;4311697556,9200;3;
SNDX;IMOEX;05.04.2018;Индекс МосБиржи;Индекс МосБиржи;2296,25;2270,16;2297,69;2270,16;37766035317,4;0;0;2;9900754889330;RUB;4311697556,9200;3;
SNDX;IMOEX;06.04.2018;Индекс МосБиржи;Индекс МосБиржи;2281,23;2286,35;2293,99;2274,91;35834906513,9;0;0;2;9835953539900;RUB;4311697556,9200;3;
SNDX;IMOEX;09.04.2018;Индекс МосБиржи;Индекс МосБиржи;2090,88;2272,4;2272,4;2065,32;150203660780;0;0;2;9015229578720;RUB;4311697556,9200;3;
SNDX;IMOEX;10.04.2018;Индекс МосБиржи;Индекс МосБиржи;2173,76;2090,73;2199,44;2083,3;124043231720;0;0;2;9372579299750;RUB;4311697556,9200;3;
SNDX;IMOEX;11.04.2018;Индекс МосБиржи;Индекс МосБиржи;2192,15;2172,45;2231,26;2157,92;97592338300,2;0;0;2;9451900845600;RUB;4311697556,9200;3;
SNDX;IMOEX;12.04.2018;Индекс МосБиржи;Индекс МосБиржи;2210,05;2206,94;2220,83;2173,6;71314150699,9;0;0;2;9529073124570;RUB;4311697556,9200;3;
SNDX;IMOEX;13.04.2018;Индекс МосБиржи;Индекс МосБиржи;2175,16;2210,02;2219,1;2167,9;65417234616,3;0;0;2;9378615999160;RUB;4311697556,9200;3;
SNDX;IMOEX;16.04.2018;Индекс МосБиржи;Индекс МосБиржи;2143,67;2156,28;2179,75;2141,17;72616341729,9;0;0;2;9242851874600;RUB;4311697556,9200;3;
SNDX;IMOEX;17.04.2018;Индекс МосБиржи;Индекс МосБиржи;2191,19;2173,45;2191,19;2165,21;66798295131,7;0;0;2;9447758263090;RUB;4311697556,9200;3;
SNDX;IMOEX;18.04.2018;Индекс МосБиржи;Индекс МосБиржи;2241,49;2193,73;2246,6;2191,67;76806200849,4;0;0;2;9664625068310;RUB;4311697556,9200;3;
SNDX;IMOEX;19.04.2018;Индекс МосБиржи;Индекс МосБиржи;2230,55;2248,08;2265,92;2219,49;59470439803;0;0;2;9617473226240;RUB;4311697556,9200;3;
SNDX;IMOEX;20.04.2018;Индекс МосБиржи;Индекс МосБиржи;2232,66;2231,08;2242,72;2222,81;32907921168,5;0;0;2;9626569510120;RUB;4311697556,9200;3;
SNDX;IMOEX;23.04.2018;Индекс МосБиржи;Индекс МосБиржи;2250,99;2232,33;2250,99;2212,16;63447445889,8;0;0;2;9705577566220;RUB;4311697556,9200;3;
SNDX;IMOEX;24.04.2018;Индекс МосБиржи;Индекс МосБиржи;2253,77;2260,17;2270,61;2245,57;46142806068,6;0;0;2;9717559497890;RUB;4311697556,9200;3;
SNDX;IMOEX;25.04.2018;Индекс МосБиржи;Индекс МосБиржи;2253,5;2245,06;2253,5;2229,66;40777232639,2;0;0;2;9716399035420;RUB;4311697556,9200;3;
SNDX;IMOEX;26.04.2018;Индекс МосБиржи;Индекс МосБиржи;2286,02;2255,66;2286,73;2253,92;45975451683,8;0;0;2;9856617923060;RUB;4311697556,9200;3;
SNDX;IMOEX;27.04.2018;Индекс МосБиржи;Индекс МосБиржи;2301,49;2287,95;2302,54;2281,49;45539771826,2;0;0;2;9923349091830;RUB;4311697556,9200;3;
SNDX;IMOEX;28.04.2018;Индекс МосБиржи;Индекс МосБиржи;2297,3;2300,85;2300,85;2288,23;6207773410,3;0;0;2;9905266126350;RUB;4311697556,9200;3;
SNDX;IMOEX;30.04.2018;Индекс МосБиржи;Индекс МосБиржи;2307,02;2296,11;2322,38;2289,33;25312081262,6;0;0;2;9947168695350;RUB;4311697556,9200;3;
SNDX;IMOEX;02.05.2018;Индекс МосБиржи;Индекс МосБиржи;2306,42;2304,28;2317,43;2298,52;32611287966,7;0;0;2;9944570407940;RUB;4311697556,9200;3;
SNDX;IMOEX;03.05.2018;Индекс МосБиржи;Индекс МосБиржи;2274,07;2303,34;2313,85;2274,07;44005292615,2;0;0;2;9805122055440;RUB;4311697556,9200;3;
SNDX;IMOEX;04.05.2018;Индекс МосБиржи;Индекс МосБиржи;2289,47;2278,9;2294,35;2278,9;29134920375,1;0;0;2;9871510838510;RUB;4311697556,9200;3;
SNDX;IMOEX;07.05.2018;Индекс МосБиржи;Индекс МосБиржи;2297,12;2294,1;2313,73;2292,63;23341193347,2;0;0;2;9904495943100;RUB;4311697556,9200;3;
SNDX;IMOEX;08.05.2018;Индекс МосБиржи;Индекс МосБиржи;2301,99;2292,78;2301,99;2277,17;35537935401,9;0;0;2;9925486164960;RUB;4311697556,9200;3;
SNDX;IMOEX;10.05.2018;Индекс МосБиржи;Индекс МосБиржи;2312,92;2315,39;2322,45;2303,15;44521731188,9;0;0;2;9972616073350;RUB;4311697556,9200;3;
SNDX;IMOEX;11.05.2018;Индекс МосБиржи;Индекс МосБиржи;2345,26;2317,6;2346,98;2317,53;41316398081,4;0;0;2;10112032547700;RUB;4311697556,9200;3;
SNDX;IMOEX;14.05.2018;Индекс МосБиржи;Индекс МосБиржи;2357,62;2345,93;2358,59;2326,27;31886758140,5;0;0;2;10165348221100;RUB;4311697556,9200;3;
SNDX;IMOEX;15.05.2018;Индекс МосБиржи;Индекс МосБиржи;2337,03;2353,22;2354,11;2330,59;44743693214,4;0;0;2;10076567451700;RUB;4311697556,9200;3;
SNDX;IMOEX;16.05.2018;Индекс МосБиржи;Индекс МосБиржи;2338,39;2336,52;2350,49;2328,86;49050292350,1;0;0;2;10082420281100;RUB;4311697556,9200;3;
SNDX;IMOEX;17.05.2018;Индекс МосБиржи;Индекс МосБиржи;2323,51;2342,22;2346,04;2323,51;36187090415,6;0;0;2;10018281246100;RUB;4311697556,9200;3;
SNDX;IMOEX;18.05.2018;Индекс МосБиржи;Индекс МосБиржи;2326,94;2323,75;2338,94;2321,93;36608467154,8;0;0;2;10033074300900;RUB;4311697556,9200;3;
SNDX;IMOEX;21.05.2018;Индекс МосБиржи;Индекс МосБиржи;2332,63;2328,42;2347,93;2328,42;28823716151,8;0;0;2;10057575824800;RUB;4311697556,9200;3;
SNDX;IMOEX;22.05.2018;Индекс МосБиржи;Индекс МосБиржи;2326,87;2333,89;2336,77;2317,78;28572359334,3;0;0;2;10032768115300;RUB;4311697556,9200;3;
SNDX;IMOEX;23.05.2018;Индекс МосБиржи;Индекс МосБиржи;2295,57;2317;2318,77;2294,98;32222355533,6;0;0;2;9897801982440;RUB;4311697556,9200;3;
SNDX;IMOEX;24.05.2018;Индекс МосБиржи;Индекс МосБиржи;2294,01;2298,73;2310,08;2289,68;30395213376,3;0;0;2;9891098679390;RUB;4311697556,9200;3;
SNDX;IMOEX;25.05.2018;Индекс МосБиржи;Индекс МосБиржи;2306,57;2297,91;2316,13;2296,91;36013728553,6;0;0;2;9945223367360;RUB;4311697556,9200;3;
SNDX;IMOEX;28.05.2018;Индекс МосБиржи;Индекс МосБиржи;2311,28;2306,23;2314,48;2301,82;15944786959,7;0;0;2;9965519717150;RUB;4311697556,9200;3;
SNDX;IMOEX;29.05.2018;Индекс МосБиржи;Индекс МосБиржи;2298;2314,11;2316,59;2285,41;32005810850,8;0;0;2;9908282752610;RUB;4311697556,9200;3;
SNDX;IMOEX;30.05.2018;Индекс МосБиржи;Индекс МосБиржи;2297,6;2298,52;2307,82;2289,21;38894742708;0;0;2;9906573297570;RUB;4311697556,9200;3;
SNDX;IMOEX;31.05.2018;Индекс МосБиржи;Индекс МосБиржи;2302,88;2303,34;2315,15;2289,65;72455908825,1;0;0;2;9929341073850;RUB;4311697556,9200;3;
SNDX;IMOEX;01.06.2018;Индекс МосБиржи;Индекс МосБиржи;2295,34;2297,13;2311,95;2292,97;30992079661,7;0;0;2;9896811155600;RUB;4311697556,9200;3;
SNDX;IMOEX;04.06.2018;Индекс МосБиржи;Индекс МосБиржи;2323,64;2299,65;2324,2;2299,65;26747618650,4;0;0;2;10018850600100;RUB;4311697556,9200;3;
SNDX;IMOEX;05.06.2018;Индекс МосБиржи;Индекс МосБиржи;2318,23;2322,71;2329,03;2310,82;38666583161,9;0;0;2;9995521383630;RUB;4311697556,9200;3;
SNDX;IMOEX;06.06.2018;Индекс МосБиржи;Индекс МосБиржи;2315,45;2319,33;2322,05;2302,7;28878723214,5;0;0;2;9983518508310;RUB;4311697556,9200;3;
SNDX;IMOEX;07.06.2018;Индекс МосБиржи;Индекс МосБиржи;2316,07;2318,28;2326,44;2316,07;26158374455,1;0;0;2;9986197335640;RUB;4311697556,9200;3;
SNDX;IMOEX;08.06.2018;Индекс МосБиржи;Индекс МосБиржи;2267,92;2313;2316,92;2267,92;45882925500,8;0;0;2;9778579403170;RUB;4311697556,9200;3;
SNDX;IMOEX;09.06.2018;Индекс МосБиржи;Индекс МосБиржи;2281,51;2268,99;2284,13;2268,99;3836924404,85;0;0;2;9837167720450;RUB;4311697556,9200;3;
SNDX;IMOEX;11.06.2018;Индекс МосБиржи;Индекс МосБиржи;2271,74;2283,64;2285,14;2260,4;18541264496,4;0;0;2;9795059580320;RUB;4311697556,9200;3;
SNDX;IMOEX;13.06.2018;Индекс МосБиржи;Индекс МосБиржи;2270,73;2275,69;2283,73;2268,36;34112296130,4;0;0;2;9790684005540;RUB;4311697556,9200;3;
SNDX;IMOEX;14.06.2018;Индекс МосБиржи;Индекс МосБиржи;2253,48;2268,94;2269,1;2247,96;30274715001;0;0;2;9716312666350;RUB;4311697556,9200;3;
SNDX;IMOEX;15.06.2018;Индекс МосБиржи;Индекс МосБиржи;2237,53;2254,09;2261,74;2235,93;54972383231,2;0;0;2;9647565286400;RUB;4311697556,9200;3;
SNDX;IMOEX;18.06.2018;Индекс МосБиржи;Индекс МосБиржи;2222,56;2234,53;2241,3;2216,21;35216571494,2;0;0;2;9582992177170;RUB;4311697556,9200;3;
SNDX;IMOEX;19.06.2018;Индекс МосБиржи;Индекс МосБиржи;2221,42;2216,94;2228,84;2192,63;41548383291,5;0;0;2;9578109932370;RUB;4311697556,9200;3;
SNDX;IMOEX;20.06.2018;Индекс МосБиржи;Индекс МосБиржи;2256,27;2226,49;2263,76;2226,49;41441731500,8;0;0;2;9728356377730;RUB;4311697556,9200;3;
SNDX;IMOEX;21.06.2018;Индекс МосБиржи;Индекс МосБиржи;2245,94;2255,51;2268,93;2243,71;42440145101,7;0;0;2;9683819592340;RUB;4311697556,9200;3;
SNDX;IMOEX;22.06.2018;Индекс МосБиржи;Индекс МосБиржи;2249,68;2250,99;2262,18;2236,44;46540089991,9;0;0;2;9707888537500;RUB;4315233488,4200;3;
SNDX;IMOEX;25.06.2018;Индекс МосБиржи;Индекс МосБиржи;2236,65;2234,22;2255,69;2232,82;32559955746,8;0;0;2;9651647530510;RUB;4315233488,4200;3;
SNDX;IMOEX;26.06.2018;Индекс МосБиржи;Индекс МосБиржи;2231,03;2238,35;2253,3;2229,47;27829118842,8;0;0;2;9627425110910;RUB;4315233488,4200;3;
SNDX;IMOEX;27.06.2018;Индекс МосБиржи;Индекс МосБиржи;2253,6;2239,75;2265,33;2223,28;38166031297,4;0;0;2;9724800579420;RUB;4315233488,4200;3;
SNDX;IMOEX;28.06.2018;Индекс МосБиржи;Индекс МосБиржи;2250,26;2254,46;2264,76;2246,92;32903511208,5;0;0;2;9710387105590;RUB;4315233488,4200;3;
SNDX;IMOEX;29.06.2018;Индекс МосБиржи;Индекс МосБиржи;2295,95;2262,16;2295,95;2261,58;43129452213,7;0;0;2;9907573673000;RUB;4315233488,4200;3;
SNDX;IMOEX;02.07.2018;Индекс МосБиржи;Индекс МосБиржи;2319,31;2294,1;2327,72;2287,85;37968961508,8;0;0;2;10008370460600;RUB;4315233488,4200;3;
SNDX;IMOEX;03.07.2018;Индекс МосБиржи;Индекс МосБиржи;2301,65;2319,37;2320,41;2296,92;26549298775,4;0;0;2;9932175284360;RUB;4315233488,4200;3;
SNDX;IMOEX;04.07.2018;Индекс МосБиржи;Индекс МосБиржи;2304,06;2301,68;2309,57;2299,45;18501372052,4;0;0;2;9942559925730;RUB;4315233488,4200;3;
SNDX;IMOEX;05.07.2018;Индекс МосБиржи;Индекс МосБиржи;2346,86;2299,68;2346,86;2293,78;38556456313,6;0;0;2;10127235401500;RUB;4315233488,4200;3;
SNDX;IMOEX;06.07.2018;Индекс МосБиржи;Индекс МосБиржи;2345,38;2342,62;2350,97;2319,94;34371043039,4;0;0;2;10120866866000;RUB;4315233488,4200;3;
SNDX;IMOEX;09.07.2018;Индекс МосБиржи;Индекс МосБиржи;2373,17;2351,69;2375,83;2351,69;32654928782,5;0;0;2;10240798990800;RUB;4315233488,4200;3;
SNDX;IMOEX;10.07.2018;Индекс МосБиржи;Индекс МосБиржи;2365,17;2368,28;2379,33;2359,16;36236043236,3;0;0;2;10206243147800;RUB;4315233488,4200;3;
SNDX;IMOEX;11.07.2018;Индекс МосБиржи;Индекс МосБиржи;2336,15;2355,79;2355,79;2326,24;38450820046,2;0;0;2;10081047521400;RUB;4315233488,4200;3;
SNDX;IMOEX;12.07.2018;Индекс МосБиржи;Индекс МосБиржи;2322,06;2332,23;2336,52;2307,95;31609016309,4;0;0;2;10020232599000;RUB;4315233488,4200;3;
SNDX;IMOEX;13.07.2018;Индекс МосБиржи;Индекс МосБиржи;2346,43;2326,76;2346,43;2324,9;29276526177;0;0;2;10125403863200;RUB;4315233488,4200;3;
SNDX;IMOEX;16.07.2018;Индекс МосБиржи;Индекс МосБиржи;2334,18;2343,02;2352,3;2321,33;31527048877,5;0;0;2;10072514105000;RUB;4315233488,4200;3;
SNDX;IMOEX;17.07.2018;Индекс МосБиржи;Индекс МосБиржи;2310,92;2325,28;2325,28;2293,76;35884307790,2;0;0;2;9972169302950;RUB;4315233488,4200;3;
SNDX;IMOEX;18.07.2018;Индекс МосБиржи;Индекс МосБиржи;2294,78;2294,22;2303,39;2284,45;35900582680,2;0;0;2;9902495340930;RUB;4315233488,4200;3;
SNDX;IMOEX;19.07.2018;Индекс МосБиржи;Индекс МосБиржи;2269,45;2297,15;2297,15;2262,99;45942372515,8;0;0;2;9793212740570;RUB;4315233488,4200;3;
SNDX;IMOEX;20.07.2018;Индекс МосБиржи;Индекс МосБиржи;2247,82;2269,97;2274,66;2239,77;48323944671,9;0;0;2;9699866972580;RUB;4315233488,4200;3;
SNDX;IMOEX;23.07.2018;Индекс МосБиржи;Индекс МосБиржи;2261,25;2250,57;2273,13;2250,57;27733235485;0;0;2;9757820004010;RUB;4315233488,4200;3;
SNDX;IMOEX;24.07.2018;Индекс МосБиржи;Индекс МосБиржи;2278,3;2264,38;2281,62;2263,36;27847775733,2;0;0;2;9831410001160;RUB;4315233488,4200;3;
SNDX;IMOEX;25.07.2018;Индекс МосБиржи;Индекс МосБиржи;2282,84;2268,11;2285,22;2258,31;35315719811,8;0;0;2;9850970772600;RUB;4315233488,4200;3;
SNDX;IMOEX;26.07.2018;Индекс МосБиржи;Индекс МосБиржи;2293,07;2287,75;2300,05;2283,01;33130073214,7;0;0;2;9895140290650;RUB;4315233488,4200;3;
SNDX;IMOEX;27.07.2018;Индекс МосБиржи;Индекс МосБиржи;2292,72;2293,87;2298,07;2275,23;26609287255,7;0;0;2;9893640249260;RUB;4315233488,4200;3;
SNDX;IMOEX;30.07.2018;Индекс МосБиржи;Индекс МосБиржи;2295,72;2288,29;2298,76;2276,68;27128795640,2;0;0;2;9906558918340;RUB;4315233488,4200;3;
SNDX;IMOEX;31.07.2018;Индекс МосБиржи;Индекс МосБиржи;2321,11;2290,76;2321,11;2286,84;35119566813,6;0;0;2;10016122793100;RUB;4315233488,4200;3;
SNDX;IMOEX;01.08.2018;Индекс МосБиржи;Индекс МосБиржи;2315,18;2317,83;2326,36;2307,99;26333344432,2;0;0;2;9990549588790;RUB;4315233488,4200;3;
SNDX;IMOEX;02.08.2018;Индекс МосБиржи;Индекс МосБиржи;2295,15;2311,78;2321,78;2288,11;31837651496;0;0;2;9904095189610;RUB;4315233488,4200;3;
SNDX;IMOEX;03.08.2018;Индекс МосБиржи;Индекс МосБиржи;2297,99;2294,37;2299,08;2277,3;36301662533,8;0;0;2;9916371053190;RUB;4315233488,4200;3;
SNDX;IMOEX;06.08.2018;Индекс МосБиржи;Индекс МосБиржи;2299,88;2297,62;2310,96;2286,88;29078761048,2;0;0;2;9924513883520;RUB;4315233488,4200;3;
SNDX;IMOEX;07.08.2018;Индекс МосБиржи;Индекс МосБиржи;2312,19;2303,47;2320,38;2301,21;33124676608;0;0;2;9977647868700;RUB;4315233488,4200;3;
SNDX;IMOEX;08.08.2018;Индекс МосБиржи;Индекс МосБиржи;2293,01;2308,62;2310,65;2275,15;55919027604,6;0;0;2;9894893713330;RUB;4315233488,4200;3;
SNDX;IMOEX;09.08.2018;Индекс МосБиржи;Индекс МосБиржи;2309,58;2282,02;2309,58;2257,51;65707960045,2;0;0;2;9966381445390;RUB;4315233488,4200;3;
SNDX;IMOEX;10.08.2018;Индекс МосБиржи;Индекс МосБиржи;2275,05;2295,59;2308,46;2259,67;56410587159,8;0;0;2;9817351083540;RUB;4315233488,4200;3;
SNDX;IMOEX;13.08.2018;Индекс МосБиржи;Индекс МосБиржи;2285,61;2264,6;2298,36;2255,75;49841536275,3;0;0;2;9862960414170;RUB;4315233488,4200;3;
SNDX;IMOEX;14.08.2018;Индекс МосБиржи;Индекс МосБиржи;2282,88;2298,73;2305,88;2268,92;41415038567;0;0;2;9851156645530;RUB;4315233488,4200;3;
SNDX;IMOEX;15.08.2018;Индекс МосБиржи;Индекс МосБиржи;2267,13;2281,4;2282,34;2246,45;41308786642,2;0;0;2;9783213752760;RUB;4315233488,4200;3;
SNDX;IMOEX;16.08.2018;Индекс МосБиржи;Индекс МосБиржи;2261,09;2269,02;2273,44;2249,77;27784927408,8;0;0;2;9757142840490;RUB;4315233488,4200;3;
SNDX;IMOEX;17.08.2018;Индекс МосБиржи;Индекс МосБиржи;2255,12;2261,69;2268,89;2247,45;24700335707,3;0;0;2;9731356221020;RUB;4315233488,4200;3;
SNDX;IMOEX;20.08.2018;Индекс МосБиржи;Индекс МосБиржи;2272,49;2266,06;2279,52;2265,19;24020335121,9;0;0;2;9806316883310;RUB;4315233488,4200;3;
SNDX;IMOEX;21.08.2018;Индекс МосБиржи;Индекс МосБиржи;2291,76;2274,36;2291,76;2259,81;26067709370,5;0;0;2;9889481814990;RUB;4315233488,4200;3;
SNDX;IMOEX;22.08.2018;Индекс МосБиржи;Индекс МосБиржи;2297,06;2296,17;2306,1;2278,23;33523925784,7;0;0;2;9912343073550;RUB;4315233488,4200;3;
SNDX;IMOEX;23.08.2018;Индекс МосБиржи;Индекс МосБиржи;2260,04;2293,98;2303,47;2258,11;50146168725,7;0;0;2;9752601179920;RUB;4315233488,4200;3;
SNDX;IMOEX;24.08.2018;Индекс МосБиржи;Индекс МосБиржи;2279,76;2258,94;2281,74;2240,71;45117580019,6;0;0;2;9837682935170;RUB;4315233488,4200;3;
SNDX;IMOEX;27.08.2018;Индекс МосБиржи;Индекс МосБиржи;2312,93;2281,87;2312,93;2281,87;25560687145,6;0;0;2;9980846091440;RUB;4315233488,4200;3;
SNDX;IMOEX;28.08.2018;Индекс МосБиржи;Индекс МосБиржи;2316,28;2313,85;2323,45;2310,99;28140874689;0;0;2;9995288287610;RUB;4315233488,4200;3;
SNDX;IMOEX;29.08.2018;Индекс МосБиржи;Индекс МосБиржи;2348,44;2316,73;2348,44;2316,66;29417341669,7;0;0;2;10134084924200;RUB;4315233488,4200;3;
