Date,Income,Outcome,Balance
2018-02-14 00:00:00.000,"1,115707494","1,307136066","-0,1914285725"
2018-02-15 00:00:00.000,"1,34E+00","1,53E+00","-0,1841190087"
2018-02-16 00:00:00.000,"1,222162777","0,9700905018","0,2520722753"
2018-02-17 00:00:00.000,0,0,0
2018-02-18 00:00:00.000,0,0,0
2018-02-19 00:00:00.000,"1,183637476","1,42E+00","-0,2442398347"
2018-02-20 00:00:00.000,"1,34E+00","1,49E+00","-0,1505753919"
2018-02-21 00:00:00.000,"1,313267349","1,19010885","0,1231584987"
2018-02-22 00:00:00.000,"1,40E+00","1,46E+00","-0,06326180454"
2018-02-23 00:00:00.000,0,0,0
2018-02-24 00:00:00.000,0,0,0
2018-02-25 00:00:00.000,0,0,0
2018-02-26 00:00:00.000,"1,91E+00","2,07E+00","-0,1559753454"
2018-02-27 00:00:00.000,"1,36E+00","1,99E+00","-0,6329861347"
2018-02-28 00:00:00.000,"1,41E+00","1,57E+00","-0,1624058487"
2018-03-01 00:00:00.000,"1,191853781","1,050268055","0,1415857265"
2018-03-02 00:00:00.000,"1,125936949","1,16719389","-0,04125694054"
2018-03-03 00:00:00.000,0,0,0
2018-03-04 00:00:00.000,0,0,0
2018-03-05 00:00:00.000,"1,55E+00","1,38E+00","0,1686159298"
2018-03-06 00:00:00.000,"1,45E+00","1,07958378","0,3691358105"
2018-03-07 00:00:00.000,"1,66E+00","1,54E+00","0,128452346"
2018-03-08 00:00:00.000,0,0,0
2018-03-09 00:00:00.000,"0,00001190400399","0,00002859568265","-0,00001669167866"
2018-03-10 00:00:00.000,0,0,0
2018-03-11 00:00:00.000,0,0,0
2018-03-12 00:00:00.000,"1,58E+00","1,78E+00","-0,1961700042"
2018-03-13 00:00:00.000,"1,24261765","1,40E+00","-0,153802505"
2018-03-14 00:00:00.000,"1,1733862","1,190901097","-0,01751489693"
